*         Type  Key          Name                                          Stn   AOR                HiLim[0](High)   HiLim[1](Rsnblty)  LoLim[0](Low)   LoLim[1](Rsnblty)  AlarmGroup   pScale(EU_Hi)  ICAddress
*         ----  ---          ----                                          ---   ---                --------------   -----------------  -------------   -----------------  ----------   -------------  ---------
5 ANALOG  (1)   (3)          (4)                                           (5)   (10)               (77,0)           (77,4)             (78,0)          (78,4)             (42)         (24)           (66)
          1     "03nan049"   "BC MUL2     BLK CRK MULTIPLIER           "   nan   4                  0                999999             0               -999999            1            1              NaN                 
          1     "03nan050"   "BC 6W57AV   BC 6W57 AVGAMP*VOLT          "   nan   3                  999998           380000             -999998         -2000              1            1              NaN                 
          1     "03nan051"   "GP PFAVG    GP POWER FACTOR AVG          "   nan   5                  0                999999             0               -999999            1            1              NaN                 
          2     "04nan130"   "SG 2PF      FDR 2 POWER FACTOR           "   nan   7                  0                999999             0               -999999            1            204.7          NaN                 
          2     "04nan131"   "GC 3B       GC 3B AMPS-BKR TRIP          "   nan   4                  999998           480                -999998         -30                1            599.9999       NaN                 
          2     "04nan132"   "LC W6208C   TU W6208 C PHASE AMPS        "   nan   3                  999998           600                -999998         -30                1            1              NaN                 
          2     "04nan133"   "GL AV       BUS VOLTS A                  "   nan   1                  999998           145                -999998         110                1            204.7          NaN                 
          2     "04nan134"   "GL BV       BUS VOLTS B                  "   nan   1                  999998           145                -999998         110                1            204.7          NaN                 
          2     "04nan135"   "GL CV       BUS VOLTS C                  "   nan   1                  999998           145                -999998         110                1            204.7          NaN                 
          2     "04nan136"   "WA LTC      TX LTC POS IND               "   nan   1                  999998           16                 -999998         -16                1            15.9922        NaN                 
          2     "04nan137"   "RS KWPHR1   TX1 KW METER                 "   nan   3                  0                999999             0               -999999            1            196512         NaN                 
          1     "03nan052"   "SPR CV       MODEL                       "   nan   1 2 3 4 5 6 7 8    0                999999             0               -999999            1            1              NaN                 
          2     "04nan138"   "SECI BT2MVA   BC TX2 MVA                 "   nan   1 2                0                999999             0               -999999            1            2047000        NaN                 
          2     "04nan139"   "SECI BCT3MW   BC TX3 KWATTS              "   nan   1 2                0                999999             0               -999999            1            2047000        NaN                 
          2     "04nan140"   "SECI BCT3MV   BC TX3 MVARS               "   nan   1 2                0                999999             0               -999999            1            1              NaN                 
          2     "04nan141"   "SECI 126      WO GEN #8 KWATTS           "   nan   1 2                0                999999             0               -999999            1            65504          NaN                 
          2     "04nan142"   "SECI 127      WO GEN #9 KWATTS           "   nan   1 2                0                999999             0               -999999            1            65504          NaN                 
